just_date,Popularity,Sentiment,date
2018-05-28,78044,-0.3560514027430126,2018-05-28
2018-05-29,50500,-0.5162191597538132,2018-05-29
2018-05-30,37780,-0.3156370656370656,2018-05-30
2018-05-31,46982,-0.15921430683467205,2018-05-31
2018-06-01,33661,-0.1707954246054718,2018-06-01
2018-06-02,18823,-0.19594594594594594,2018-06-02
2018-06-03,41458,-0.01401790824821354,2018-06-03
2018-06-04,56551,-0.050949158613037226,2018-06-04
2018-06-05,88790,-0.28423891608371843,2018-06-05
2018-06-07,110313,-0.2553301212026838,2018-06-07
2018-06-08,17281,-0.5743243243243242,2018-06-08
2018-06-10,14040,-0.16023166023166024,2018-06-10
